Record ID,Date,Department,Employee ID,Gender,Age,Service type,Patients handled,Revenue USD,Cost USD,Waiting time,Satisfaction_score
614,27/11/2024,Cardiology,E1518,Male,55,Follow-up,5,5798.23,3326.09,71.8,1.56
615,27/11/2024,Oncology,E1713,Female,28,Consultation,46,4718.42,3364.79,61.2,2.61
616,05/11/2024,Outpatient,E1588,Male,62,Follow-up,31,9941.56,8352.48,76.7,3.28
617,14/04/2024,Radiology,E1313,Male,49,Follow-up,33,6396.27,3202.33,50.4,1.16
618,19/04/2024,Pediatrics,E1763,Male,45,Therapy,29,5017.69,3369.44,31.2,4.86
619,28/04/2024,Oncology,E1874,Male,50,Diagnostics,31,9139.82,6956.06,66.3,4.48
620,29/01/2024,Emergency,E1058,Male,40,Follow-up,31,1741.2,1384.7,19.4,4.18
621,27/03/2024,Outpatient,E1393,Male,60,Consultation,15,3119.79,2616.09,113.6,1.6
622,07/04/2024,Radiology,E1267,Male,51,Diagnostics,23,4895.42,4359.34,60.6,4.45
623,27/10/2024,Pediatrics,E1114,Male,45,Diagnostics,10,6092.95,3580.61,37.9,1.81
624,08/02/2024,Oncology,E1254,Female,56,Therapy,15,7737.08,4590.18,63.8,2.97
625,24/04/2024,Radiology,E1066,Male,43,Diagnostics,47,5984.15,4983.53,117.8,2.63
626,27/02/2024,Orthopedics,E1200,Male,28,Surgery,38,8361.43,6540.84,71,4.82
627,09/12/2024,Oncology,E1009,Male,33,Consultation,50,2404.51,1093.17,103.2,2.76
628,06/03/2024,Pediatrics,E1958,Male,65,Surgery,39,8546.2,7234.74,12.2,4.53
629,17/12/2024,Pediatrics,E1557,Male,58,Follow-up,31,4759.03,3118.19,77.1,4.71
630,19/09/2024,Oncology,E1325,Female,34,Follow-up,33,681.6,435.15,84.1,3.89
631,23/11/2024,Orthopedics,E1052,Female,59,Surgery,13,7079.06,3307.46,39.4,2.43
632,31/07/2024,Pediatrics,E1280,Male,35,Surgery,24,8142.15,4391.71,29.2,4.83
633,24/03/2024,Emergency,E1830,Male,43,Follow-up,30,584.2,525.14,82.8,4.31
634,29/02/2024,Emergency,E1301,Male,44,Therapy,8,3298.88,1343.16,89.9,4.34
635,24/11/2024,Cardiology,E1592,Male,30,Therapy,14,7534.52,3551.96,91.6,4.08
636,15/03/2024,Emergency,E1365,Female,30,Therapy,35,6756.13,5290.44,102.3,3.45
637,28/06/2024,Outpatient,E1143,Male,51,Therapy,5,1341.74,863.83,13.9,2.63
638,10/04/2024,Cardiology,E1662,Male,58,Follow-up,22,4367.51,1891.15,45.1,1.44
639,14/04/2024,Emergency,E1581,Male,51,Surgery,43,8178.23,7146.5,13.3,4.82
640,22/02/2024,Radiology,E1959,Female,38,Consultation,8,5464.48,3004.28,13.8,3
641,07/01/2024,Oncology,E1617,Female,63,Therapy,12,8047.9,6064.44,10.8,1.29
642,08/11/2024,Outpatient,E1905,Male,37,Follow-up,36,4327.3,2369.83,31.7,2.12
643,04/02/2024,Pediatrics,E1109,Female,32,Therapy,16,8133.09,7031.98,51.6,4.62
644,29/06/2024,Outpatient,E1229,Male,52,Follow-up,24,3554.21,2268.36,31,3.56
645,07/03/2024,Pediatrics,E1100,Male,29,Diagnostics,24,9800.32,6877.34,46.1,3.59
646,29/04/2024,Emergency,E1278,Female,40,Diagnostics,20,1667.75,1408.13,62.9,2.8
647,02/12/2024,Outpatient,E1622,Female,53,Diagnostics,30,6065.72,4321.17,13.3,3.73
648,23/08/2024,Pediatrics,E1044,Male,64,Therapy,37,2798.35,2118.28,99.6,4.22
649,21/12/2024,Cardiology,E1927,Male,23,Surgery,18,5748.76,3794.67,21.4,4.1
650,30/10/2024,Emergency,E1724,Male,31,Surgery,40,3078.39,1995.87,37.7,1.54
651,04/12/2024,Orthopedics,E1614,Female,52,Follow-up,9,6480.8,2768.38,91.1,2.27
652,24/02/2024,Cardiology,E1840,Male,53,Consultation,36,501.28,328.62,10.4,2.1
653,15/08/2024,Radiology,E1633,Male,59,Consultation,45,7216.28,3112.7,101.5,1.02
654,28/11/2024,Pediatrics,E1177,Male,41,Follow-up,21,2844.83,2191.81,41.4,1.41
655,06/02/2024,Orthopedics,E1824,Female,24,Follow-up,17,3922.22,2099.16,101.9,2.25
656,23/06/2024,Outpatient,E1948,Male,48,Surgery,18,7994.86,6763.14,54.9,4.64
657,09/04/2024,Radiology,E1451,Female,52,Therapy,46,4084.52,3602.71,15.3,3.75
658,06/09/2024,Pediatrics,E1026,Male,38,Diagnostics,14,5191.23,3082.68,77.8,3.82
659,01/01/2024,Oncology,E1581,Male,59,Consultation,12,541.45,261.78,87,3.67
660,03/09/2024,Oncology,E1689,Male,54,Follow-up,28,9677.45,7553.43,114.3,3.81
661,10/03/2024,Cardiology,E1964,Female,46,Consultation,30,3331.5,1508.11,94.9,3.58
662,06/08/2024,Radiology,E1300,Female,53,Surgery,15,957.77,555.53,115,3
663,27/11/2024,Outpatient,E1433,Female,25,Follow-up,46,4610.93,2899.58,29,2.47
664,25/02/2024,Orthopedics,E1916,Male,60,Consultation,16,4013.23,1710.35,93.3,2.67
665,08/07/2024,Outpatient,E1972,Male,46,Consultation,28,8310.71,6857.78,29.4,3.63
666,06/10/2024,Orthopedics,E1641,Female,33,Follow-up,15,4986.68,4189.2,29.8,3.71
667,24/11/2024,Pediatrics,E1834,Male,23,Diagnostics,41,6273.65,3435.77,20.7,3.61
668,25/06/2024,Cardiology,E1101,Female,62,Diagnostics,45,7516.68,4192.91,79.2,2.58
669,25/01/2024,Oncology,E1903,Male,30,Surgery,12,7275.47,3634.88,107.4,2.15
670,18/04/2024,Pediatrics,E1713,Male,56,Diagnostics,44,3993.97,1713.6,17.8,3.06
671,19/08/2024,Pediatrics,E1721,Male,55,Surgery,49,3042.13,2487.67,6.7,2.52
672,05/10/2024,Orthopedics,E1153,Male,62,Surgery,23,3704.78,1517.71,19.3,2.65
673,28/01/2024,Orthopedics,E1266,Female,58,Diagnostics,21,5182.21,3120.44,66.1,3.38
674,24/11/2024,Oncology,E1385,Female,44,Diagnostics,7,594.28,375.61,115.8,3.08
675,20/02/2024,Orthopedics,E1101,Female,46,Diagnostics,38,6936.65,3856.31,94,4.09
676,31/05/2024,Radiology,E1662,Female,33,Consultation,48,5452.31,4841.69,19.4,1.07
677,14/07/2024,Pediatrics,E1252,Female,46,Consultation,9,7816.5,6281.17,18.8,2.06
678,01/12/2024,Emergency,E1568,Female,58,Therapy,23,666.75,364.48,93.9,3.07
679,13/02/2024,Emergency,E1983,Male,47,Follow-up,24,3806.91,2230.35,5.2,2.2
680,04/05/2024,Oncology,E1176,Female,42,Follow-up,19,6641.36,5891.53,102.4,1.09
681,04/02/2024,Radiology,E1087,Male,36,Diagnostics,37,9036.33,7153.15,94.7,2.83
682,24/10/2024,Emergency,E1662,Male,23,Follow-up,16,4281.05,2360.82,12.6,1.91
683,30/03/2024,Oncology,E1702,Female,57,Therapy,10,2842.73,1825.14,91,2.9
684,04/05/2024,Outpatient,E1172,Male,23,Follow-up,17,1049.52,922.42,113.4,4.14
685,01/07/2024,Outpatient,E1414,Male,35,Surgery,16,9917.62,6667.03,115.7,1.3
686,30/12/2024,Radiology,E1275,Male,42,Consultation,42,3973.97,2037.42,27.5,1.56
687,26/10/2024,Outpatient,E1862,Male,58,Therapy,48,6412.93,5070.45,71.5,1.59
688,03/10/2024,Pediatrics,E1406,Female,22,Surgery,35,8205.68,5891.49,49.6,3.7
689,13/12/2024,Cardiology,E1203,Male,40,Therapy,43,2969.1,1700.1,110.5,2.16
690,17/07/2024,Emergency,E1440,Male,35,Surgery,49,4964.89,4195.68,86.4,1.25
691,20/12/2024,Radiology,E1882,Female,22,Consultation,41,1899.38,767.2,77.6,2.79
692,01/11/2024,Outpatient,E1874,Female,44,Follow-up,47,1775.61,1560.7,65.9,1.97
693,19/10/2024,Radiology,E1304,Female,29,Consultation,26,5255.73,3888.24,13.8,2.1
694,23/11/2024,Radiology,E1547,Female,42,Consultation,36,8166.17,5143.32,67.9,2.73
695,06/10/2024,Pediatrics,E1474,Female,40,Diagnostics,37,917.05,442.82,56.2,1.84
696,09/07/2024,Radiology,E1190,Male,51,Surgery,7,974.8,801.11,117.8,4.17
697,16/04/2024,Orthopedics,E1482,Male,42,Diagnostics,6,8610.96,4486.21,115.5,1.79
698,03/08/2024,Orthopedics,E1794,Female,45,Consultation,16,9538.58,8560.01,86.8,4.92
699,12/06/2024,Orthopedics,E1323,Female,64,Follow-up,46,5910.63,3131.28,55.3,3.37
700,21/08/2024,Oncology,E1959,Female,31,Surgery,14,1194.27,849.33,117.8,1.76
701,08/01/2024,Radiology,E1621,Female,46,Consultation,49,8029.65,6856.91,113.5,4.84
702,29/10/2024,Pediatrics,E1510,Female,38,Surgery,25,5453.87,4846.6,92.1,1.65
703,25/09/2024,Pediatrics,E1551,Female,31,Diagnostics,36,5030.55,3819.02,33.4,3.56
704,12/07/2024,Oncology,E1460,Male,33,Surgery,29,6832.7,3288.92,70,4.09
705,04/07/2024,Emergency,E1793,Male,37,Surgery,21,5239.51,2127.51,6,2.43
706,17/08/2024,Oncology,E1882,Male,56,Diagnostics,34,9298.84,4782.75,78,1.89
707,23/05/2024,Oncology,E1198,Female,45,Therapy,16,3555.86,2930.1,88.8,1.38
708,03/11/2024,Oncology,E1525,Female,54,Consultation,40,4572.67,1895.76,60.3,3.65
709,17/04/2024,Outpatient,E1334,Male,23,Diagnostics,20,1625.77,885.14,50.8,4.68
710,09/05/2024,Emergency,E1178,Female,65,Consultation,45,9935.92,4197.49,92.5,2.49
711,25/04/2024,Outpatient,E1309,Male,43,Surgery,27,4228.35,3285.99,110.6,4.8
712,24/05/2024,Cardiology,E1337,Female,24,Diagnostics,25,5982.66,3461.33,95.6,2
713,17/09/2024,Emergency,E1261,Male,43,Diagnostics,37,5858.7,3393.88,80.5,1.96
714,16/11/2024,Outpatient,E1544,Male,26,Therapy,43,2320.13,1993.27,16.7,3.02
715,03/10/2024,Outpatient,E1136,Female,40,Therapy,31,2598.1,1089.81,9.1,1.7
716,24/03/2024,Pediatrics,E1292,Male,36,Consultation,7,8734.32,4727.36,114.3,3.33
717,22/07/2024,Emergency,E1437,Female,48,Surgery,20,4647.83,3207.21,64.4,4.04
718,23/01/2024,Oncology,E1125,Female,62,Consultation,14,3183.71,1835.49,107.8,4.79
719,17/09/2024,Orthopedics,E1124,Female,41,Follow-up,28,8979.3,5474.89,94.7,2.91
720,27/04/2024,Oncology,E1647,Female,39,Consultation,49,5226.63,2625.55,73,1.74
721,29/03/2024,Radiology,E1688,Male,42,Diagnostics,28,3649.86,3020.31,28.8,1.28
722,16/05/2024,Oncology,E1175,Female,62,Follow-up,30,1155.57,1005.8,63.3,2.64
723,01/11/2024,Radiology,E1296,Male,22,Diagnostics,38,8203.35,6709.63,43.2,3.77
724,23/09/2024,Cardiology,E1426,Male,45,Surgery,11,7825.67,5691.81,22.4,4.5
725,07/06/2024,Emergency,E1585,Male,55,Follow-up,35,5621.4,3042.51,53.9,1.15
726,26/02/2024,Outpatient,E1122,Female,63,Diagnostics,36,1714.73,1342.24,5,2.67
727,29/09/2024,Oncology,E1352,Female,59,Therapy,26,5463.85,2334.8,116.9,1.9
728,14/07/2024,Radiology,E1501,Male,41,Therapy,31,3389.89,1871.12,31.5,1.01
729,27/05/2024,Pediatrics,E1281,Male,36,Therapy,44,7428.78,6562.75,30.8,3.65
730,27/01/2024,Pediatrics,E1277,Female,30,Surgery,34,7548.02,6221.17,53.6,2.21
731,03/09/2024,Outpatient,E1572,Female,60,Consultation,35,3590.3,2715.38,98.9,1.73
732,22/03/2024,Outpatient,E1107,Female,23,Consultation,15,4023.94,3424.25,97.8,4.94
733,29/02/2024,Outpatient,E1925,Male,49,Follow-up,34,7665.36,4573.14,72.9,3.64
734,04/10/2024,Radiology,E1911,Male,38,Surgery,32,1245.33,837.17,86.6,1.67
735,04/06/2024,Radiology,E1088,Male,30,Surgery,28,7916,5476.97,114.5,1.17
736,11/08/2024,Radiology,E1936,Female,29,Therapy,23,3020.6,2116.77,39.1,3.86
737,22/01/2024,Pediatrics,E1194,Male,50,Therapy,23,7710.55,3479.45,64.1,3.04
738,21/02/2024,Orthopedics,E1537,Male,63,Therapy,40,4008.17,3472.93,100.2,3.79
739,04/04/2024,Pediatrics,E1332,Male,59,Diagnostics,36,7286.1,4596.49,110.9,3.78
740,27/10/2024,Emergency,E1183,Male,35,Diagnostics,30,7425.32,6169.29,36.5,4.23
741,29/05/2024,Cardiology,E1365,Male,45,Follow-up,28,2354.79,1348.52,43.6,4.91
742,13/09/2024,Emergency,E1944,Female,25,Surgery,23,8637.1,6482.88,88.6,3.25
743,15/01/2024,Outpatient,E1431,Female,26,Surgery,6,9497.36,6155.52,48.8,1.65
744,05/12/2024,Emergency,E1569,Male,53,Therapy,30,7968.95,6113.95,49.2,1.1
745,03/04/2024,Orthopedics,E1830,Female,54,Follow-up,13,8470.47,3436.55,85.9,4.88
746,18/09/2024,Oncology,E1581,Female,58,Therapy,42,4657.78,2410.34,86.1,4.27
747,28/11/2024,Pediatrics,E1337,Female,49,Consultation,18,5691.09,5028.18,10.9,3.02
748,08/12/2024,Pediatrics,E1032,Female,56,Consultation,7,7325.31,6089.68,25.6,4.2
749,27/10/2024,Emergency,E1054,Male,49,Follow-up,35,5750.72,3440.52,20.1,4.46
750,03/05/2024,Cardiology,E1995,Male,63,Therapy,9,1994.1,1106.51,38.4,4.49
751,09/07/2024,Outpatient,E1704,Female,37,Surgery,26,6890.68,5501.11,33.8,3.5
752,04/07/2024,Cardiology,E1100,Female,49,Therapy,43,5931.59,4842.64,109.2,1.05
753,13/05/2024,Outpatient,E1288,Female,28,Therapy,40,6903.19,2940.19,68.1,2.15
754,24/05/2024,Outpatient,E1853,Male,56,Follow-up,30,3414.38,1968.32,76.4,2.34
755,29/08/2024,Outpatient,E1909,Male,59,Surgery,46,7460.64,4493.27,12.9,4.14
756,12/08/2024,Pediatrics,E1233,Male,48,Therapy,12,3214.7,1981.49,83.8,2.33
757,06/08/2024,Radiology,E1685,Female,31,Follow-up,35,1037.56,609.01,113.6,3.57
758,09/10/2024,Cardiology,E1903,Female,59,Consultation,13,6879.05,4926.37,27.9,2.67
759,11/03/2024,Outpatient,E1607,Female,36,Therapy,17,7633.93,3440.51,37,2.11
760,24/02/2024,Cardiology,E1885,Female,54,Diagnostics,46,4604.18,4098.57,12.8,3.07
761,05/07/2024,Cardiology,E1535,Male,62,Diagnostics,17,2203.96,1951.25,18,2.61
762,12/08/2024,Oncology,E1786,Male,42,Surgery,11,7509.91,5649.53,53.6,2.39
763,21/02/2024,Emergency,E1921,Female,37,Follow-up,20,4277.32,2276.13,28.6,2.93
764,14/10/2024,Radiology,E1486,Male,46,Follow-up,48,3051.07,1658.96,80.5,4.87
765,14/11/2024,Pediatrics,E1547,Female,33,Consultation,41,6234.55,2733.79,13.7,4.81
766,22/11/2024,Cardiology,E1445,Female,58,Therapy,6,3324.26,1482.73,73.9,3.49
767,09/01/2024,Pediatrics,E1380,Female,38,Diagnostics,6,6660.8,3554.88,6.7,4.86
768,23/07/2024,Orthopedics,E1599,Female,28,Consultation,33,2883.48,2128.05,86.3,3.44
769,26/11/2024,Pediatrics,E1543,Male,56,Diagnostics,35,3472.62,1859.76,73.7,4.46
770,14/02/2024,Oncology,E1388,Male,56,Follow-up,21,9493.97,4300.32,22.8,4.78
771,24/06/2024,Radiology,E1276,Female,34,Surgery,30,7497.08,6308.77,28.3,3.35
772,07/11/2024,Emergency,E1803,Male,50,Diagnostics,32,7160.83,5299.41,51.9,1.06
773,09/08/2024,Emergency,E1953,Female,61,Follow-up,25,6037.8,3179.21,56.8,4.83
774,23/05/2024,Emergency,E1159,Female,44,Consultation,48,4290.84,3518.06,26.7,3.69
775,02/08/2024,Radiology,E1177,Female,23,Follow-up,14,9781.57,4410.97,6,2.73
776,02/10/2024,Pediatrics,E1430,Female,35,Surgery,33,1379.94,1068.34,110.2,2.74
777,06/07/2024,Pediatrics,E1995,Female,31,Surgery,39,2957.76,1825.53,88.2,1.04
778,29/11/2024,Emergency,E1083,Male,44,Therapy,13,6099.81,4310.41,78.3,1.97
779,01/10/2024,Oncology,E1621,Female,46,Follow-up,49,7283.5,3246.22,27.9,4.51
780,09/12/2024,Radiology,E1544,Female,63,Follow-up,16,7517.87,3058.82,33.6,1.86
781,06/03/2024,Radiology,E1855,Male,40,Follow-up,22,3072.66,1609.4,12.2,2.84
782,26/11/2024,Cardiology,E1635,Male,47,Consultation,19,7460.97,5247.79,82.4,1.32
783,09/08/2024,Outpatient,E1804,Male,29,Follow-up,50,9539.16,7814.92,97.6,4.29
784,15/08/2024,Cardiology,E1704,Female,49,Diagnostics,17,9360.75,6291.61,28,3.47
785,14/11/2024,Cardiology,E1155,Female,46,Surgery,37,7557.37,5811.31,65,1.27
786,29/04/2024,Pediatrics,E1516,Female,51,Follow-up,23,4025.57,3463.53,72.2,3.15
787,29/03/2024,Pediatrics,E1054,Female,57,Consultation,33,3054.11,1784.29,108,3.67
788,20/12/2024,Outpatient,E1452,Female,23,Diagnostics,36,7980.18,5004.95,77.5,1.99
789,06/12/2024,Radiology,E1735,Female,23,Surgery,49,7201.88,4420.52,55.9,3.6
790,17/11/2024,Pediatrics,E1587,Male,64,Follow-up,34,9394.67,4058.53,99.8,2.17
791,17/12/2024,Oncology,E1194,Female,44,Diagnostics,31,4717.23,1938.58,39.6,3.01
792,21/07/2024,Orthopedics,E1093,Female,32,Diagnostics,46,1033.67,667.28,111.6,1.42
793,06/10/2024,Oncology,E1716,Male,41,Consultation,47,7762.19,4694.85,80.3,2.04
794,19/06/2024,Cardiology,E1539,Female,41,Follow-up,22,2015.18,967.75,13.1,1.74
795,24/12/2024,Radiology,E1774,Male,47,Follow-up,11,6810.08,5726.22,98.6,3.74
796,19/12/2024,Cardiology,E1874,Male,61,Diagnostics,47,1549.1,843.63,40.6,2
797,29/10/2024,Radiology,E1496,Male,65,Follow-up,47,5392.55,3601.02,46,2.42
798,26/06/2024,Pediatrics,E1325,Female,49,Surgery,14,8371.28,6652.21,40.4,4.66
799,14/01/2024,Oncology,E1189,Male,37,Surgery,26,9551.74,5381.18,45.8,3.02
800,12/04/2024,Outpatient,E1510,Female,62,Surgery,5,9440.65,7912.77,16.8,2.57
801,26/01/2024,Radiology,E1876,Male,38,Therapy,47,5757.03,3751.09,27.3,4.44
802,06/06/2024,Oncology,E1748,Male,46,Diagnostics,6,6930.94,5676.12,103.8,3.99
803,10/07/2024,Oncology,E1491,Male,41,Surgery,47,4672.5,3295.39,23.4,3.69
804,14/03/2024,Emergency,E1723,Male,41,Follow-up,12,2202.91,1645.52,31.4,1.47
805,24/02/2024,Cardiology,E1064,Male,61,Therapy,26,2070.2,830.14,87.7,3.93
806,25/04/2024,Orthopedics,E1252,Female,60,Diagnostics,41,5391.87,2591.77,14.6,1.08
807,06/06/2024,Emergency,E1932,Male,63,Follow-up,17,2074.61,1753.93,32.8,2.42
808,15/05/2024,Orthopedics,E1034,Male,46,Therapy,27,1500.78,767.17,64.7,3.43
809,01/07/2024,Oncology,E1594,Male,55,Consultation,38,2830.85,1214.06,50,1.94
810,11/06/2024,Pediatrics,E1825,Female,40,Surgery,36,2585.76,2275.29,75.9,3.23
811,23/11/2024,Orthopedics,E1939,Female,37,Consultation,31,4449.86,2734.32,67.2,3.79
812,17/09/2024,Oncology,E1166,Male,32,Diagnostics,50,7170.39,3483.71,62.5,2.65
813,20/02/2024,Orthopedics,E1181,Male,29,Diagnostics,12,8770.01,6276.78,66.2,1.46
814,30/12/2024,Cardiology,E1749,Female,51,Therapy,8,6253.56,2867.89,43.8,1.57
815,13/12/2024,Outpatient,E1920,Female,36,Therapy,32,7074.7,3559.47,50.1,4.58
816,10/10/2024,Emergency,E1451,Male,65,Diagnostics,30,2441.01,1596.18,53.2,1.07
817,30/06/2024,Pediatrics,E1763,Male,59,Therapy,6,8031.2,3489.74,59.5,3.24
818,04/04/2024,Orthopedics,E1081,Male,38,Surgery,29,6470.05,4815.76,34.1,1.04
819,21/06/2024,Outpatient,E1144,Male,60,Diagnostics,42,7372.71,4923.7,101.2,4.29
820,08/08/2024,Orthopedics,E1940,Female,58,Consultation,49,8511.6,5469.11,43.4,4.17
821,07/01/2024,Outpatient,E1863,Female,37,Diagnostics,20,4787.29,2354.01,103.3,4.53
822,20/02/2024,Orthopedics,E1267,Female,27,Diagnostics,12,4929.94,2158.57,49.6,4.21
823,10/10/2024,Oncology,E1967,Female,25,Consultation,47,9066.85,4549.17,12.7,4.51
824,29/12/2024,Cardiology,E1924,Male,43,Diagnostics,33,4199.35,2817.26,116.3,1.27
825,05/08/2024,Pediatrics,E1642,Male,54,Follow-up,16,6659.02,2910.34,48.2,4.22
826,07/07/2024,Emergency,E1937,Female,38,Surgery,37,4617.99,4149.69,69.3,2.28
827,30/08/2024,Emergency,E1630,Female,52,Follow-up,10,2591.06,1490.53,47.8,1.27
828,09/10/2024,Radiology,E1372,Male,53,Follow-up,14,4010.95,2535.4,88.1,3.63
829,10/05/2024,Cardiology,E1034,Female,64,Surgery,8,7233.27,2923.56,30,3.65
830,20/02/2024,Oncology,E1210,Female,22,Consultation,15,5097.9,2052.7,97.5,4.09
831,06/04/2024,Cardiology,E1963,Male,52,Diagnostics,6,5709.98,2473.74,93.1,3.33
832,16/07/2024,Orthopedics,E1920,Female,35,Consultation,6,7928.62,6151.61,97.3,3.07
833,28/10/2024,Emergency,E1349,Male,35,Therapy,16,1833.08,1348.37,76.4,3.97
834,08/04/2024,Cardiology,E1884,Female,25,Consultation,32,2113.87,1051.62,107.4,4
835,08/06/2024,Emergency,E1837,Female,24,Diagnostics,30,9128.17,7114.11,73.7,3.62
836,27/07/2024,Orthopedics,E1966,Male,25,Diagnostics,41,8946.72,6167.9,77.7,1.63
837,10/05/2024,Oncology,E1576,Female,22,Follow-up,36,5002.25,3792.7,36.2,1.81
838,23/10/2024,Orthopedics,E1914,Female,38,Diagnostics,9,3481.35,1812.91,29.7,2.7
839,02/06/2024,Outpatient,E1298,Male,58,Therapy,45,9124.47,5963.11,26.6,1.31
840,21/04/2024,Orthopedics,E1974,Female,39,Diagnostics,14,7113.48,4206.91,99.5,3.64
841,02/06/2024,Pediatrics,E1776,Female,41,Consultation,50,8064.29,4322.24,84.6,2.06
842,21/10/2024,Cardiology,E1913,Female,23,Diagnostics,7,9421.15,6766.15,42.3,2.08
843,11/12/2024,Emergency,E1352,Male,23,Consultation,10,2313.8,1729.15,30.2,3.38
844,17/05/2024,Emergency,E1778,Female,58,Consultation,34,3014.03,2203.21,98.7,4.11
845,05/04/2024,Oncology,E1957,Female,39,Consultation,27,7728.09,3816.6,15.2,3.8
846,12/09/2024,Emergency,E1829,Male,54,Surgery,49,3999.3,2464.26,8.6,2.04
847,09/02/2024,Pediatrics,E1142,Female,22,Therapy,6,819.93,688.41,33,3.23
848,07/09/2024,Orthopedics,E1136,Male,63,Consultation,14,870.3,638.3,42.1,4.59
849,24/04/2024,Radiology,E1835,Female,46,Therapy,37,8937.12,5028.43,108.6,4.98
850,01/05/2024,Outpatient,E1744,Male,48,Therapy,15,8341.45,6860.31,33.6,3.31
851,07/06/2024,Cardiology,E1742,Male,38,Therapy,30,1138.93,509.62,119.9,2.31
852,06/09/2024,Radiology,E1279,Female,55,Follow-up,25,7607.75,6111.55,103.7,4.99
853,03/10/2024,Outpatient,E1129,Female,57,Diagnostics,13,2794.22,1174.06,52.3,1.52
854,08/12/2024,Outpatient,E1504,Male,42,Follow-up,43,713.05,413.72,95.1,3.26
855,20/11/2024,Pediatrics,E1855,Female,53,Diagnostics,45,3471.39,2524.29,31.7,1.06
856,30/10/2024,Outpatient,E1762,Female,44,Surgery,23,7761.36,5525.09,92.7,1.16
857,02/07/2024,Oncology,E1879,Female,65,Surgery,50,8452.64,5999.37,69.8,3.5
858,16/06/2024,Radiology,E1943,Male,24,Surgery,42,8712.12,6041.58,71.8,4.96
859,22/04/2024,Pediatrics,E1508,Male,31,Consultation,33,7688.94,4775.96,86.4,2.56
860,22/01/2024,Radiology,E1725,Female,62,Follow-up,12,2674.32,1867.81,111.7,4.72
861,26/04/2024,Outpatient,E1130,Female,31,Consultation,29,3748.1,2488.13,29.3,4.98
862,13/02/2024,Pediatrics,E1362,Female,56,Therapy,13,9820.62,7117.54,97.5,3.86
863,28/08/2024,Radiology,E1690,Female,64,Therapy,14,6135,2617.64,57.3,3.7
864,27/02/2024,Cardiology,E1229,Male,45,Therapy,42,6936.55,4068.71,113.3,1.67
865,10/03/2024,Orthopedics,E1521,Male,46,Diagnostics,29,5253.41,3916.11,85.2,3.59
866,27/03/2024,Oncology,E1363,Male,49,Consultation,21,3115.24,1489.41,78.1,3.4
867,28/11/2024,Orthopedics,E1087,Male,46,Diagnostics,32,2203.88,1658.57,57.3,3.67
868,03/03/2024,Orthopedics,E1755,Female,35,Follow-up,26,8454.99,4099.52,7.2,4.12
869,25/01/2024,Cardiology,E1868,Female,55,Follow-up,21,6292.13,4717.96,101.4,4.21
870,05/01/2024,Cardiology,E1441,Female,54,Consultation,34,9628.74,6431.69,61.2,2.61
871,17/06/2024,Oncology,E1288,Male,43,Follow-up,42,1960.06,1345.2,36.9,4.69
872,06/06/2024,Cardiology,E1653,Female,56,Therapy,15,6040.31,4206.59,45.8,1.21
873,20/03/2024,Cardiology,E1009,Male,52,Surgery,26,801.57,490.29,14.7,3.43
874,29/05/2024,Cardiology,E1511,Female,22,Therapy,38,8869.24,7463.09,80.8,1.84
875,07/12/2024,Pediatrics,E1179,Male,30,Follow-up,44,8698.47,7333.22,27.6,3.95
876,25/06/2024,Cardiology,E1208,Male,60,Follow-up,40,3221.94,2581.81,119.7,1.12
877,21/10/2024,Cardiology,E1765,Male,52,Therapy,25,9024.98,6419.61,116.9,2.86
878,05/02/2024,Cardiology,E1670,Male,64,Surgery,32,8550.19,3686.82,43.6,1.27
879,14/06/2024,Emergency,E1960,Male,48,Consultation,38,9765.76,7895.49,103,4.75
880,13/01/2024,Radiology,E1406,Female,46,Therapy,11,1308.48,775.67,13.2,1.84
881,12/09/2024,Orthopedics,E1598,Male,57,Diagnostics,50,2678.97,1699.95,35.9,1.4
882,29/09/2024,Cardiology,E1494,Female,30,Follow-up,11,2091.17,990.46,116.9,4.04
883,08/11/2024,Outpatient,E1454,Female,51,Therapy,40,9693.73,6008.85,37,4.19
884,01/10/2024,Cardiology,E1045,Male,34,Surgery,9,3599.41,1978.57,31.7,1.52
885,30/05/2024,Outpatient,E1315,Female,53,Surgery,5,2936.4,1696.24,82.5,1.25
886,18/10/2024,Oncology,E1610,Female,65,Follow-up,29,2499.82,2011.13,21.9,2.37
887,29/04/2024,Orthopedics,E1575,Male,56,Consultation,28,8714.26,4160.73,14.5,2.94
888,04/09/2024,Outpatient,E1923,Female,30,Follow-up,13,3372.99,2299.38,97.4,1.55
889,22/12/2024,Oncology,E1257,Male,30,Therapy,22,6016.64,3927.39,21.6,3.5
890,26/09/2024,Emergency,E1148,Female,49,Consultation,10,3099.58,1995.87,14.5,2.84
891,29/07/2024,Orthopedics,E1924,Female,60,Surgery,24,3411.4,2767.3,11.6,2.67
892,23/08/2024,Cardiology,E1610,Female,59,Follow-up,39,4855.1,3702.03,71,3.67
893,26/02/2024,Emergency,E1286,Male,44,Follow-up,16,7881.97,6550.72,41.1,3.15
894,15/07/2024,Oncology,E1255,Female,52,Surgery,39,8481.03,7588.19,107.3,2.49
895,04/06/2024,Orthopedics,E1981,Male,23,Surgery,19,2354.08,1517.67,90.3,2.97
896,09/10/2024,Pediatrics,E1068,Female,32,Diagnostics,40,5090.22,4169.48,46.6,4.44
